Level	System	Item	Count
8	Ki Xyrrmir	Exile Starport Champagne	0.12
8	Ki Xyrrmir	frozen natural ham	0.56
8	Ki Xyrrmir	longzhu sphere	0.60
8	Ki Xyrrmir	Qianlong archcannon	0.10
8	Ki Xyrrmir	Humagen heart and lungs prosthesis	0.01
8	Ki Xyrrmir	natural periweed	0.17
8	Ki Xyrrmir	genuine leather boots	0.14
8	Ki Xyrrmir	Rowena's Weapons and Armor: Volume I	0.01
8	Ki Xyrrmir	Rowena's Weapons and Armor: Volume II	0.01
8	Ki Xyrrmir	Rowena's Weapons and Armor: Volume III	0.80
8	Ki Xyrrmir	titanium barricade	0.12
8	Ki Xyrrmir	quad titanium barricade	0.03
8	Ki Xyrrmir	helium³ reactor assembly	108.71
8	Ki Xyrrmir	pteracnium fuel rod	47.10
8	Ki Xyrrmir	weapon enhancement ROM	0.02
8	Ki Xyrrmir	Katana star cannon	0.20
8	Ki Xyrrmir	TK10 Trident cannon	0.01
8	Ki Xyrrmir	hull plate ionizer	0.03
8	Ki Xyrrmir	fast-fire laser cannon	0.01
8	Ki Xyrrmir	AK15 Partisan cannon	0.02
8	Ki Xyrrmir	slam cannon	0.02
8	Ki Xyrrmir	heavy water	0.19
8	Ki Xyrrmir	visual display enhancement ROM	0.04
8	Ki Xyrrmir	decon gel	0.09
8	Ki Xyrrmir	radioactive waste	0.16
8	Ki Xyrrmir	blast plate	0.88
8	Ki Xyrrmir	Akan 30 cannon	0.99
8	Ki Xyrrmir	Akan 30 cannon shell cartridge	1635.97
8	Ki Xyrrmir	hardened reactive armor	0.23
8	Ki Xyrrmir	DM600 missile rack	0.02
8	Ki Xyrrmir	light recoilless cannon	0.01
8	Ki Xyrrmir	fusion trigger	0.05
8	Ki Xyrrmir	Commonwealth Medal of Honor	0.01
8	Ki Xyrrmir	lancer cannon	0.01
8	Ki Xyrrmir	mark I howitzer	0.04
8	Ki Xyrrmir	laser collimator	0.01
8	Ki Xyrrmir	Yoroi S500 shield generator	0.03
8	Ki Xyrrmir	Yoroi MX shield generator	0.07
8	Ki Xyrrmir	Gusoku armor	0.18
8	Ki Xyrrmir	sunflare cannon	0.02
8	Ki Xyrrmir	blinder cannon	0.03
8	Ki Xyrrmir	monopole deflector screen	0.02
8	Ki Xyrrmir	Nandao bolt cannon	0.05
8	Ki Xyrrmir	Nandao bolt cartridge	68.59
8	Ki Xyrrmir	Akan 600 turret	0.02
8	Ki Xyrrmir	Hanzo blaster	0.11
8	Ki Xyrrmir	mark III howitzer	0.30
8	Ki Xyrrmir	TeV 9 blaster	0.05
8	Ki Xyrrmir	light meteorsteel	0.04
8	Ki Xyrrmir	heavy meteorsteel	0.03
8	Ki Xyrrmir	ICX missile defense turret	0.06
8	Ki Xyrrmir	gem of contrition	0.07
8	Ki Xyrrmir	Rasiermesser launcher	0.12
8	Ki Xyrrmir	Gotha-10 missile	30.32
8	Ki Xyrrmir	Gotha-400 seeker	15.92
8	Ki Xyrrmir	P120 Hexphase armor	0.21
8	Ki Xyrrmir	P210 Hexphase armor	0.18
8	Ki Xyrrmir	1M/i battle auton	0.07
8	Ki Xyrrmir	transpace jumpdrive	0.15
8	Ki Xyrrmir	omnidirectional particle cannon	0.01
8	Ki Xyrrmir	AutoSentinel®	0.13
8	Ki Xyrrmir	300D defender auton	0.01
8	Ki Xyrrmir	1M battle auton	0.02
8	Ki Xyrrmir	blue cash card	0.01
8	Ki Xyrrmir	gold cash card	0.02
8	Ki Xyrrmir	platinum cash card	0.03
8	Ki Xyrrmir	defective auton	0.04
8	Ki Xyrrmir	hypermycin	1.02
8	Ki Xyrrmir	artificial plasma	0.57
8	Ki Xyrrmir	rejuv tank fluid	0.89
8	Ki Xyrrmir	gem of despair	0.18
8	Ki Xyrrmir	optical knowledge array	0.57
8	Ki Xyrrmir	plasma torch	0.16
8	Ki Xyrrmir	R1 deflector	0.02
8	Ki Xyrrmir	R5 deflector	0.04
8	Ki Xyrrmir	helium regolith	0.14
8	Ki Xyrrmir	xenotite ore	7.77
8	Ki Xyrrmir	chronimium gas	4.30
8	Ki Xyrrmir	vessel of boson condensate	0.79
8	Ki Xyrrmir	quantum vacuum	0.63
8	Ki Xyrrmir	hadron archeolith	0.14
8	Ki Xyrrmir	Booster	1.22
8	Ki Xyrrmir	gram of unlicensed cancer dust	1.19
8	Ki Xyrrmir	Nova-25 reactor	0.03
8	Ki Xyrrmir	Nova-100 reactor	0.01
8	Ki Xyrrmir	SN2500 reactor	0.07
8	Ki Xyrrmir	inertialess drive	0.18
8	Ki Xyrrmir	dual TeV 9 blaster	0.11
8	Ki Xyrrmir	ion disruptor	0.07
8	Ki Xyrrmir	death cube	0.40
8	Ki Xyrrmir	thermo cannon	0.22
8	Ki Xyrrmir	thermo cannon shell cartridge	28.27
8	Ki Xyrrmir	omnidirectional turbolaser cannon	0.01
8	Ki Xyrrmir	omnidirectional TeV 9 blaster	0.03
8	Ki Xyrrmir	omnidirectional thermo cannon	0.09
8	Ki Xyrrmir	omnidirectional ion blaster	0.05
8	Ki Xyrrmir	heavy slam cannon	0.02
8	Ki Xyrrmir	Makayev launcher	0.08
8	Ki Xyrrmir	White Strelka missile	3.51
8	Ki Xyrrmir	Green Strelka missile	20.17
8	Ki Xyrrmir	Red Strelka missile	12.64
8	Ki Xyrrmir	Black Strelka missile	10.47
8	Ki Xyrrmir	Akan 30 ammunition box	0.02
8	Ki Xyrrmir	White Strelka ammunition box	0.11
8	Ki Xyrrmir	Cluster MAG ammunition box	0.62
8	Ki Xyrrmir	thermo cannon ammunition box	0.36
8	Ki Xyrrmir	Red Strelka ammunition box	0.16
8	Ki Xyrrmir	contaminated ammunition box	0.02
8	Ki Xyrrmir	booby-trapped ammunition box	0.25
8	Ki Xyrrmir	Koshiba-500 reactor	0.07
8	Ki Xyrrmir	Kytryn launcher	0.36
8	Ki Xyrrmir	Kytryn plasma pod	0.06
8	Ki Xyrrmir	ion flame cannon	0.21
8	Ki Xyrrmir	heavy ion blaster	0.20
8	Ki Xyrrmir	tritium cannon	0.26
8	Ki Xyrrmir	advanced tritium cannon	0.12
8	Ki Xyrrmir	Fusionfire howitzer	0.27
8	Ki Xyrrmir	NAMI mine launcher	0.11
8	Ki Xyrrmir	CRM100 Fatboy mine	6.33
8	Ki Xyrrmir	CRM500 Running Man mine	5.00
8	Ki Xyrrmir	advanced plasteel armor	0.21
8	Ki Xyrrmir	light orthosteel armor	1.43
8	Ki Xyrrmir	orthosteel armor	1.87
8	Ki Xyrrmir	heavy orthosteel armor	0.32
8	Ki Xyrrmir	ceralloy armor	0.19
8	Ki Xyrrmir	heavy ceralloy armor	0.47
8	Ki Xyrrmir	advanced ceralloy armor	2.82
8	Ki Xyrrmir	quadrocarbide armor	2.37
8	Ki Xyrrmir	hexacarbide armor	5.31
8	Ki Xyrrmir	octocarbide armor	1.65
8	Ki Xyrrmir	light blast plate	0.09
8	Ki Xyrrmir	heavy blast plate	1.07
8	Ki Xyrrmir	light ithalium armor	0.40
8	Ki Xyrrmir	ithalium armor	0.09
8	Ki Xyrrmir	heavy ithalium armor	0.14
8	Ki Xyrrmir	ceralloy ore	0.06
8	Ki Xyrrmir	orthosteel ore	1.34
8	Ki Xyrrmir	ithalium ore	2.08
8	Ki Xyrrmir	Nephren P25 shield generator	0.04
8	Ki Xyrrmir	Nephren B700 shield generator	0.14
8	Ki Xyrrmir	Nephren X1 shield generator	0.01
8	Ki Xyrrmir	Invincible-class deflector	0.03
8	Ki Xyrrmir	ion reflector	0.01
8	Ki Xyrrmir	Taikon-10 deflector	0.87
8	Ki Xyrrmir	Taikon-200 deflector	0.29
8	Ki Xyrrmir	Jotun deflector	0.23
8	Ki Xyrrmir	green etherium field crystal	0.09
8	Ki Xyrrmir	blue etherium field crystal	0.05
8	Ki Xyrrmir	yellow etherium field crystal	0.07
8	Ki Xyrrmir	decayed etherium field crystal	0.21
8	Ki Xyrrmir	molbidium field crystal	0.27
8	Ki Xyrrmir	diamond field crystal	0.05
8	Ki Xyrrmir	ShieldPower v3.1.8 algorithm cube	0.03
8	Ki Xyrrmir	ShieldPower v1.0 algorithm cube	0.06
8	Ki Xyrrmir	ShieldEfficiency v1.2.5 algorithm cube	0.64
8	Ki Xyrrmir	particle resistance coating	0.12
8	Ki Xyrrmir	anti-radiation coating	0.03
8	Ki Xyrrmir	monopole dust	0.13
8	Ki Xyrrmir	ion resistance coating	0.40
8	Ki Xyrrmir	meteorsteel dust	0.26
8	Ki Xyrrmir	dyon dust	0.22
8	Ki Xyrrmir	ithalium paste	0.29
8	Ki Xyrrmir	orthosteel nanos	0.29
8	Ki Xyrrmir	jinn-khan	2.11
8	Ki Xyrrmir	Icelandic salmon	0.38
8	Ki Xyrrmir	cyanavir	0.08
8	Ki Xyrrmir	human cadaver	0.04
8	Ki Xyrrmir	CDM archive	0.59
8	Ki Xyrrmir	Neuros personal media player	0.27
8	Ki Xyrrmir	Ringer spice	0.47
8	Ki Xyrrmir	cryofrozen prime beef	1.96
8	Ki Xyrrmir	digital wrist computer	0.03
8	Ki Xyrrmir	portable autodoc	0.19
8	Ki Xyrrmir	Bariani olive oil	1.54
8	Ki Xyrrmir	tetramite ore	1.93
8	Ki Xyrrmir	New Coke	2.45
8	Ki Xyrrmir	crystalline uranium	0.12
8	Ki Xyrrmir	precision ithalium watch	0.05
8	Ki Xyrrmir	jasmine pearl tea	1.23
8	Ki Xyrrmir	malachite crystal	0.20
8	Ki Xyrrmir	Ringer ambrosia	0.35
8	Ki Xyrrmir	hyperonic ore	0.79
8	Ki Xyrrmir	etherium ore	0.41
8	Ki Xyrrmir	Imperial caviar	0.15
8	Ki Xyrrmir	cerusite crystal	0.12
8	Ki Xyrrmir	neuranase	0.61
8	Ki Xyrrmir	Kytryn blaster	0.28
8	Ki Xyrrmir	TM7 multitarget cannon	0.61
8	Ki Xyrrmir	TM7 warhead	47.39
8	Ki Xyrrmir	IM90 multitarget blaster	0.19
8	Ki Xyrrmir	mark V howitzer	0.41
8	Ki Xyrrmir	Iocrym repeller	0.03
8	Ki Xyrrmir	150NX reactor	0.07
8	Ki Xyrrmir	xenotite fuel rod	1.41
8	Ki Xyrrmir	hadron-vacuum fuel cell	7.38
8	Ki Xyrrmir	Mammoth 25MW deflector	0.18
8	Ki Xyrrmir	Mammoth 50MW deflector	0.07
8	Ki Xyrrmir	Mammoth 100MW deflector	0.07
8	Ki Xyrrmir	military map ROM	0.01
8	Ki Xyrrmir	Ares Campaign Ribbon	0.06
8	Ki Xyrrmir	Ares lightning cannon	0.09
8	Ki Xyrrmir	light Tharsis plate	0.69
8	Ki Xyrrmir	heavy Tharsis plate	0.67
8	Ki Xyrrmir	Ares micronuke cannon	0.10
8	Ki Xyrrmir	Ares micronuke	42.42
8	Ki Xyrrmir	Ares archcannon	0.13
8	Ki Xyrrmir	Cydonian shield generator	0.05
8	Ki Xyrrmir	Ares launcher	0.06
8	Ki Xyrrmir	Ares Warhammer nuke	0.16
8	Ki Xyrrmir	Iocrym armor	0.06
8	Ki Xyrrmir	Kytryn plasma thrower	0.01
8	Ki Xyrrmir	Iocrym healer	0.01
8	Ki Xyrrmir	Iocrym veil	0.25
5	Kinder's Star	Heliotrope fuel cylinder	2.02
5	Kinder's Star	Luminous 5care algorithm	0.13
5	Kinder's Star	Luminous armature	0.05
5	Kinder's Star	Luminous particle shield	0.01
5	Kinder's Star	Luminous blast shield	0.01
5	Kinder's Star	Luminous ion shield	0.01
5	Kinder's Star	Luminous thermo shield	0.01
5	Kinder's Star	light titanium armor	0.04
5	Kinder's Star	heavy reactive armor	0.02
5	Kinder's Star	reactive armor	0.05
5	Kinder's Star	Duralloy armor	0.47
5	Kinder's Star	plasteel armor	1.76
5	Kinder's Star	stealth armor	0.03
5	Kinder's Star	carbide carapace	0.17
5	Kinder's Star	heavy plasteel armor	2.04
5	Kinder's Star	transuranic armor	0.04
5	Kinder's Star	laser cannon	0.02
5	Kinder's Star	particle beam weapon	0.41
5	Kinder's Star	KM100 Longbow missile	15.79
5	Kinder's Star	dual laser cannon	0.02
5	Kinder's Star	dual recoilless cannon	0.02
5	Kinder's Star	XM300 Reaper missile	0.38
5	Kinder's Star	KM500 Stiletto missile	9.75
5	Kinder's Star	x-ray laser cannon	0.05
5	Kinder's Star	330M mule auton	0.18
5	Kinder's Star	XM900 Lucifer missile	6.50
5	Kinder's Star	calligraphy scroll	0.06
5	Kinder's Star	promethium crystal	0.01
5	Kinder's Star	310A aegis auton	0.11
5	Kinder's Star	heavy ceramic armor	0.12
5	Kinder's Star	kiloton cannon shell	3.36
5	Kinder's Star	patch spider	0.03
5	Kinder's Star	kiloton cannon	0.02
5	Kinder's Star	Penitent cannon	0.02
5	Kinder's Star	Scramble1.5 algorithm cube	0.08
5	Kinder's Star	Heisenmachines quantum CPU	0.15
5	Kinder's Star	titanium ore	0.08
5	Kinder's Star	hydrocarbons	3.05
5	Kinder's Star	water ice	7.16
5	Kinder's Star	frozen supplies	3.07
5	Kinder's Star	plasteel ore	0.12
5	Kinder's Star	spool of carbon fiber	0.06
5	Kinder's Star	Duralloy ore	0.20
5	Kinder's Star	medical supplies	0.98
5	Kinder's Star	pteracnium ore	5.92
5	Kinder's Star	uranium rod	0.03
5	Kinder's Star	biofactor paste	0.08
5	Kinder's Star	roll of hyperfiber	0.16
5	Kinder's Star	gold ore	0.06
5	Kinder's Star	platinum ore	0.26
5	Kinder's Star	human organ	0.08
5	Kinder's Star	Microsaur™	0.05
5	Kinder's Star	neutronium ore	0.03
5	Kinder's Star	omnidirectional laser cannon	0.03
5	Kinder's Star	class III deflector	0.03
5	Kinder's Star	helium³ fuel rod	44.25
5	Kinder's Star	ablative armor coating	0.08
5	Kinder's Star	carbon-weaver nanos	0.03
5	Kinder's Star	degenerating nanos	0.19
5	Kinder's Star	organic acid	0.11
5	Kinder's Star	reflective armor coating	0.08
5	Kinder's Star	regenerating nanos	0.10
5	Kinder's Star	repairing nanos	0.18
5	Kinder's Star	armor repair paste	0.15
5	Kinder's Star	defective visual display ROM	0.02
5	Kinder's Star	shield enhancement ROM	0.04
5	Kinder's Star	autopilot ROM	0.01
5	Kinder's Star	system map ROM	0.07
5	Kinder's Star	tritium propulsion upgrade	0.02
5	Kinder's Star	Titan 440 fusion drive	0.13
5	Kinder's Star	photo-organic armor	0.04
5	Kinder's Star	ceramic armor	0.07
5	Kinder's Star	polymesh armor	0.08
5	Kinder's Star	Tempus syrette	3.15
5	Kinder's Star	bootleg Star Wars 3DV	0.10
5	Kinder's Star	Martian nori	2.85
5	Kinder's Star	laudanum ampule	2.54
5	Kinder's Star	black market identification chip	0.02
5	Kinder's Star	titanium armor	0.02
5	Kinder's Star	fragmentation missile	13.45
5	Kinder's Star	targeting program ROM	0.02
5	Kinder's Star	light plasteel armor	0.35
5	Kinder's Star	Rasiermesser SmartCannon	0.06
5	Kinder's Star	SmartCannon round	47.97
5	Kinder's Star	Bolide laser blaster	0.02
5	Kinder's Star	DK10 Arbalest cannon	0.03
5	Kinder's Star	cannon accelerator	0.02
5	Kinder's Star	heavy titanium armor	0.12
5	Kinder's Star	turbolaser cannon	0.02
5	Kinder's Star	dual particle beam weapon	0.27
5	Kinder's Star	Dragonfly missile cartridge	22.22
5	Kinder's Star	XMH armor	0.05
5	Kinder's Star	Flenser relativistic cannon	0.05
5	Kinder's Star	polyceramic armor	1.00
5	Kinder's Star	Tevlar-composite armor	1.15
5	Kinder's Star	small armor patch	0.12
5	Kinder's Star	large armor patch	0.25
5	Kinder's Star	MAG launcher	0.11
5	Kinder's Star	400 Hexagene MAG	33.70
5	Kinder's Star	600 Hexagene MAG	50.26
5	Kinder's Star	800F Hexagene MAG	54.45
5	Kinder's Star	ZG24 Cluster MAG	10.79
5	Kinder's Star	3K Siege MAG	0.25
5	Kinder's Star	dual turbolaser cannon	0.04
5	Kinder's Star	dual Flenser cannon	0.02
5	Kinder's Star	EMP cannon	0.03
5	Kinder's Star	actinide waste cannon	0.01
5	Kinder's Star	cargo hold expansion	0.05
5	Kinder's Star	advanced reactive armor	0.36
5	Kinder's Star	hardened plasteel armor	0.39
5	Kinder's Star	solar armor	0.08
5	Kinder's Star	superconducting shield generator	0.09
5	Kinder's Star	superconducting coil	24.52
5	Kinder's Star	smuggler's cargo hold	0.04
5	Kinder's Star	heavy recoilless cannon	0.03
5	Kinder's Star	double titanium barricade	0.13
5	Kinder's Star	white rice	0.02
5	Kinder's Star	cask of Venusian Hellas rum	0.02
5	Kinder's Star	frozen beef cylinders	0.13
5	Kinder's Star	Kennebec Salmonite	0.03
5	Kinder's Star	grade A grains	0.41
5	Kinder's Star	neolinen	0.06
5	Kinder's Star	Martian Merlot	0.06
5	Kinder's Star	frozen synthetic chicken	0.31
5	Kinder's Star	Red Nebula beer	0.13
5	Kinder's Star	Eridani mineral water	0.14
5	Kinder's Star	photocotton	0.10
5	Kinder's Star	Australian Chardonnay	0.08
5	Kinder's Star	Europan Ice vodka	0.34
5	Kinder's Star	frozen megathere meat	0.22
5	Kinder's Star	neolinen business suit	0.04
5	Kinder's Star	palladium ore	0.67
5	Kinder's Star	Segway antigrav platform	0.03
5	Kinder's Star	Centauri rice	0.09
5	Kinder's Star	Kobe spring water	0.17
5	Kinder's Star	silk	0.03
5	Kinder's Star	Bombay Sapphire gin	0.03
5	Kinder's Star	California Cabernet Sauvignon	0.12
5	Kinder's Star	Terran eggs	0.28
5	Kinder's Star	frozen Hogei salmon	0.33
5	Kinder's Star	dried Europan ice moss	1.22
5	Kinder's Star	tailored silk suit	0.04
5	Kinder's Star	Misato sake	0.75
5	Kinder's Star	Exile Starport Champagne	0.25
5	Kinder's Star	Hennessy cognac	0.11
5	Kinder's Star	frozen natural ham	1.12
5	Kinder's Star	longzhu sphere	0.33
5	Kinder's Star	Qianlong archcannon	0.06
5	Kinder's Star	Humagen heart and lungs prosthesis	0.03
5	Kinder's Star	natural periweed	0.25
5	Kinder's Star	genuine leather boots	0.24
5	Kinder's Star	Rowena's Weapons and Armor: Volume II	0.06
5	Kinder's Star	Rowena's Weapons and Armor: Volume III	0.03
5	Kinder's Star	titanium barricade	0.10
5	Kinder's Star	quad titanium barricade	0.11
5	Kinder's Star	helium³ reactor assembly	22.91
5	Kinder's Star	pteracnium fuel rod	2.87
5	Kinder's Star	weapon enhancement ROM	0.04
5	Kinder's Star	Katana star cannon	0.27
5	Kinder's Star	TK10 Trident cannon	0.02
5	Kinder's Star	hull plate ionizer	0.03
5	Kinder's Star	slam cannon	0.10
5	Kinder's Star	patcher arm	0.02
5	Kinder's Star	heavy water	0.56
5	Kinder's Star	visual display enhancement ROM	0.05
5	Kinder's Star	decon gel	0.06
5	Kinder's Star	radioactive waste	0.71
5	Kinder's Star	blast plate	1.09
5	Kinder's Star	Akan 30 cannon	0.27
5	Kinder's Star	Akan 30 cannon shell cartridge	90.62
5	Kinder's Star	hardened reactive armor	0.33
5	Kinder's Star	DM600 missile rack	0.01
5	Kinder's Star	fusion trigger	0.40
5	Kinder's Star	Commonwealth Medal of Distinction	0.04
5	Kinder's Star	Commonwealth Medal of Honor	0.02
5	Kinder's Star	lancer cannon	0.12
5	Kinder's Star	mark I howitzer	0.23
5	Kinder's Star	Yoroi S100 shield generator	0.50
5	Kinder's Star	Yoroi S500 shield generator	0.35
5	Kinder's Star	Yoroi MX shield generator	0.06
5	Kinder's Star	Gusoku armor	1.64
5	Kinder's Star	sunflare cannon	0.04
5	Kinder's Star	Shuriken neutron blaster	0.25
5	Kinder's Star	Nandao bolt cannon	0.25
5	Kinder's Star	Nandao bolt cartridge	160.04
5	Kinder's Star	Akan 600 turret	0.03
5	Kinder's Star	Hanzo blaster	0.02
5	Kinder's Star	mark III howitzer	0.33
5	Kinder's Star	TeV 9 blaster	0.03
5	Kinder's Star	light meteorsteel	0.04
5	Kinder's Star	heavy meteorsteel	0.16
5	Kinder's Star	ICX missile defense turret	0.16
5	Kinder's Star	worldship armor plate	0.09
5	Kinder's Star	gem of contrition	0.01
5	Kinder's Star	P120 Hexphase armor	0.13
5	Kinder's Star	1M/i battle auton	0.08
5	Kinder's Star	transpace jumpdrive	0.02
5	Kinder's Star	omnidirectional particle cannon	0.30
5	Kinder's Star	AutoSentinel®	0.40
5	Kinder's Star	300D defender auton	0.11
5	Kinder's Star	1M battle auton	0.14
5	Kinder's Star	platinum cash card	0.04
5	Kinder's Star	defective auton	0.41
5	Kinder's Star	hypermycin	0.07
5	Kinder's Star	artificial plasma	1.58
5	Kinder's Star	rejuv tank fluid	0.18
5	Kinder's Star	gem of despair	0.13
5	Kinder's Star	optical knowledge array	0.10
5	Kinder's Star	plasma torch	0.03
5	Kinder's Star	R1 deflector	0.03
5	Kinder's Star	PK25 Morning Star cannon	0.04
5	Kinder's Star	uranium ore	0.01
5	Kinder's Star	helium regolith	0.11
5	Kinder's Star	cobalt-thorium ore	0.08
5	Kinder's Star	xenotite ore	8.37
5	Kinder's Star	chronimium gas	4.39
5	Kinder's Star	vessel of boson condensate	0.12
5	Kinder's Star	quantum vacuum	0.04
5	Kinder's Star	Booster	1.32
5	Kinder's Star	gram of unlicensed cancer dust	1.73
5	Kinder's Star	Nova-100 reactor	0.08
5	Kinder's Star	SN2500 reactor	0.01
5	Kinder's Star	inertialess drive	0.01
5	Kinder's Star	ion disruptor	0.01
5	Kinder's Star	death cube	0.03
5	Kinder's Star	thermo cannon	0.02
5	Kinder's Star	thermo cannon shell cartridge	2.97
5	Kinder's Star	omnidirectional turbolaser cannon	0.06
5	Kinder's Star	heavy slam cannon	0.22
5	Kinder's Star	Makayev launcher	0.46
5	Kinder's Star	White Strelka missile	52.34
5	Kinder's Star	Green Strelka missile	34.66
5	Kinder's Star	Red Strelka missile	8.24
5	Kinder's Star	Akan 30 ammunition box	0.08
5	Kinder's Star	White Strelka ammunition box	0.33
5	Kinder's Star	Cluster MAG ammunition box	0.60
5	Kinder's Star	contaminated ammunition box	0.14
5	Kinder's Star	booby-trapped ammunition box	0.04
5	Kinder's Star	ion flame cannon	0.01
5	Kinder's Star	tritium cannon	0.03
5	Kinder's Star	NAMI mine launcher	0.03
5	Kinder's Star	CRM100 Fatboy mine	0.63
5	Kinder's Star	advanced plasteel armor	0.32
5	Kinder's Star	light orthosteel armor	0.18
5	Kinder's Star	orthosteel armor	0.15
5	Kinder's Star	ceralloy armor	2.24
5	Kinder's Star	heavy ceralloy armor	0.51
5	Kinder's Star	advanced ceralloy armor	0.37
5	Kinder's Star	light blast plate	1.60
5	Kinder's Star	heavy blast plate	0.31
5	Kinder's Star	light ithalium armor	0.02
5	Kinder's Star	ceralloy ore	0.19
5	Kinder's Star	orthosteel ore	0.58
5	Kinder's Star	ithalium ore	0.12
5	Kinder's Star	Nephren P25 shield generator	0.19
5	Kinder's Star	Invincible-class deflector	0.01
5	Kinder's Star	green etherium field crystal	0.09
5	Kinder's Star	blue etherium field crystal	0.02
5	Kinder's Star	decayed etherium field crystal	0.07
5	Kinder's Star	molbidium field crystal	0.21
5	Kinder's Star	diamond field crystal	0.02
5	Kinder's Star	ShieldPower v3.1.8 algorithm cube	0.13
5	Kinder's Star	ShieldPower v1.0 algorithm cube	0.06
5	Kinder's Star	ShieldEfficiency v1.2.5 algorithm cube	0.09
5	Kinder's Star	particle resistance coating	0.12
5	Kinder's Star	anti-radiation coating	0.13
5	Kinder's Star	monopole dust	0.40
5	Kinder's Star	ion resistance coating	0.59
5	Kinder's Star	meteorsteel dust	0.24
5	Kinder's Star	dyon dust	0.14
5	Kinder's Star	ithalium paste	0.09
5	Kinder's Star	orthosteel nanos	0.01
5	Kinder's Star	jinn-khan	0.77
5	Kinder's Star	Icelandic salmon	0.04
5	Kinder's Star	Neuros personal media player	0.13
5	Kinder's Star	cryofrozen prime beef	0.16
5	Kinder's Star	digital wrist computer	0.05
5	Kinder's Star	tetramite ore	0.02
5	Kinder's Star	cerusite crystal	0.02
5	Kinder's Star	neuranase	0.40
5	Kinder's Star	mark V howitzer	0.10
5	Kinder's Star	Nova-50 reactor	0.03
5	Kinder's Star	150NX reactor	0.04
5	Kinder's Star	xenotite fuel rod	1.51
5	Kinder's Star	hadron-vacuum fuel cell	0.39
5	Kinder's Star	Mammoth 25MW deflector	0.30
5	Kinder's Star	Mammoth 50MW deflector	0.07
5	Kinder's Star	Mammoth 100MW deflector	0.01
5	Kinder's Star	military map ROM	0.02
5	Kinder's Star	Ares Campaign Ribbon	0.01
5	Kinder's Star	Ares lightning cannon	0.02
5	Kinder's Star	light Tharsis plate	0.31
5	Kinder's Star	heavy Tharsis plate	0.06
5	Kinder's Star	Ares micronuke cannon	0.01
5	Kinder's Star	Ares micronuke	2.58
5	Kruger 60	Heliotrope fuel cylinder	1.22
5	Kruger 60	Luminous armature	0.01
5	Kruger 60	heavy reactive armor	0.07
5	Kruger 60	Duralloy armor	0.11
5	Kruger 60	plasteel armor	0.54
5	Kruger 60	carbide carapace	0.08
5	Kruger 60	heavy plasteel armor	0.49
5	Kruger 60	recoilless cannon	0.02
5	Kruger 60	particle beam weapon	0.17
5	Kruger 60	NAMI missile launcher	0.01
5	Kruger 60	KM100 Longbow missile	11.80
5	Kruger 60	dual recoilless cannon	0.01
5	Kruger 60	XM300 Reaper missile	0.51
5	Kruger 60	KM500 Stiletto missile	9.40
5	Kruger 60	x-ray laser cannon	0.01
5	Kruger 60	330M mule auton	0.04
5	Kruger 60	XM900 Lucifer missile	3.00
5	Kruger 60	calligraphy scroll	0.01
5	Kruger 60	310A aegis auton	0.03
5	Kruger 60	heavy ceramic armor	0.03
5	Kruger 60	kiloton cannon shell	0.75
5	Kruger 60	kiloton cannon	0.01
5	Kruger 60	Scramble1.5 algorithm cube	0.01
5	Kruger 60	Heisenmachines quantum CPU	0.04
5	Kruger 60	titanium ore	0.17
5	Kruger 60	hydrocarbons	1.89
5	Kruger 60	water ice	3.37
5	Kruger 60	frozen supplies	1.81
5	Kruger 60	plasteel ore	0.12
5	Kruger 60	spool of carbon fiber	0.09
5	Kruger 60	Duralloy ore	0.16
5	Kruger 60	medical supplies	0.59
5	Kruger 60	pteracnium ore	2.10
5	Kruger 60	uranium rod	0.09
5	Kruger 60	biofactor paste	0.06
5	Kruger 60	roll of hyperfiber	0.29
5	Kruger 60	gold ore	0.05
5	Kruger 60	platinum ore	0.02
5	Kruger 60	Microsaur™	0.01
5	Kruger 60	neutronium ore	0.02
5	Kruger 60	class III deflector	0.02
5	Kruger 60	Trenton field generator	0.01
5	Kruger 60	helium³ fuel rod	21.88
5	Kruger 60	carbon-weaver nanos	0.03
5	Kruger 60	degenerating nanos	0.03
5	Kruger 60	organic acid	0.14
5	Kruger 60	reflective armor coating	0.05
5	Kruger 60	regenerating nanos	0.04
5	Kruger 60	armor repair paste	0.09
5	Kruger 60	defective visual display ROM	0.01
5	Kruger 60	shield enhancement ROM	0.01
5	Kruger 60	autopilot ROM	0.01
5	Kruger 60	system map ROM	0.01
5	Kruger 60	tritium propulsion upgrade	0.01
5	Kruger 60	Titan 440 fusion drive	0.01
5	Kruger 60	photo-organic armor	0.03
5	Kruger 60	ceramic armor	0.01
5	Kruger 60	Tempus syrette	2.35
5	Kruger 60	bootleg Star Wars 3DV	0.01
5	Kruger 60	Martian nori	0.72
5	Kruger 60	laudanum ampule	0.39
5	Kruger 60	titanium armor	0.03
5	Kruger 60	fragmentation missile	15.04
5	Kruger 60	targeting program ROM	0.01
5	Kruger 60	light plasteel armor	0.24
5	Kruger 60	SmartCannon round	4.90
5	Kruger 60	Bolide laser blaster	0.01
5	Kruger 60	DK10 Arbalest cannon	0.03
5	Kruger 60	cannon accelerator	0.01
5	Kruger 60	heavy titanium armor	0.10
5	Kruger 60	turbolaser cannon	0.05
